id,value
id_185,35.15736844249771
id_186,26.391561351296193
id_187,68.03270946899612
id_188,9.610053729184008
id_189,57.86705074953065
id_190,37.941373910859646
id_191,15.71925440438272
id_192,29.078033205039656
id_193,0.4922477877585685
id_194,19.24900953051054
id_195,0.9054168004108867
id_196,33.97930497750617
id_197,10.585877473294294
id_198,18.999651747910935
id_199,60.31380082299722
id_200,25.112490976637403
id_201,25.52872506145435
id_202,64.17657071754526
id_203,10.647871542193005
id_204,9.354665189014344
id_205,11.334121312772696
id_206,8.00752330297962
id_207,1.8456992731807844
id_208,124.0592137449493
id_209,20.727946167296786
id_210,16.30212022059265
id_211,14.01223322806139
id_212,36.13581293118898
id_213,36.016567832782734
id_214,19.129438308068814
id_215,34.66397427585812
id_216,78.13358467361118
id_217,0.5151767720404941
id_218,12.991844388558947
id_219,31.750201298587715
id_220,14.948586208876097
id_221,12.665086373834825
id_222,113.05315665743149
id_223,13.177855336067623
id_224,16.76935986665298
id_225,63.89292324430437
id_226,16.069005324388407
id_227,19.647173466528425
id_228,10.291884519638367
id_229,3.690228502779064
id_230,46.15172927762863
id_231,12.579439479506448
id_232,53.96026792815542
id_233,42.30713198605682
id_234,25.758963933233535
id_235,40.74298623407353
id_236,68.90084231841182
id_237,42.515728782903096
id_238,11.292767643721414
id_239,18.15521350859138
